gene_name	1-2	1-3	1-4	1-5	1-6	O-1	O-2	O-3
4931431C16Rik	2.17527	1.33648	8.64171	3.8233	11.6356	2.48279	1.65286	5.37738
4931440P22Rik	4803.09	3134.66	3726.88	4063.05	3604.2	2250.99	2557.77	3313.65
4932422M17Rik	5.12759	5.47336	4.85E-12	18.761	6.98148	7.96622	4.861	25.0732
4932438A13Rik	6454.62	5802.7	6718.61	6572.49	8014.53	2695.85	5218.92	4435.95
4932438H23Rik	0	7.20E-10	0.133327	33.9651	9.36E-07	0	2.95717	1.38E-16
4932442E05Rik	12	0	2.25687	165.921	0	0	0	0
4933402N22Rik	1.69E-19	2.39E-27	2.07E-09	24.4024	0	0	0	0
4933406P04Rik	10	448	140	309	304	143	328	234
4933407L21Rik	0	0	0	0	1	0	0	78
4933412E12Rik	457	419	395	565	663	240	679	515
4933412L11Rik	2	128	0	65	108	10	5	40
4933412O06Rik	162	65	139	192	156	206	130	50
4933413J09Rik	0	14	0	0	0	0	0	0
4933415A04Rik	2	0	22	0	0	0	0	0
4933416M07Rik	1.64E-28	5.32597	1.73E-28	4.49E-19	6.96E-30	6.04E-30	7.99329	9.90268
4933417C20Rik	84	25	67	2	0	52	172	2
4933417G07Rik	2.00189	3.00319	3.00369	3.04073	5.06713	5.16017	7.12302	6.1025
4933421O10Rik	393	546	475	695	740	502	239	185
4933423P22Rik	25	49	85	16	214	0	47	63
4933424G06Rik	0	4	6	0	1	1	1	3
4933424M12Rik	0	0	37	205	0	0	20	0
4933427D14Rik	0	33.9826	0	22	18.2151	25.2737	1.07148	213.268
4933427G23Rik	0	0	0	0	0	0	0	14.3191
4933428G20Rik	0	4.19156	8	0	0	0	0	2
4933428P19Rik	1.05E-31	16.5891	20.1108	1.84E-28	2.30E-36	1.95E-30	5.32E-42	1.56E-39
4933429H19Rik	7.54455	8.90445	11.7975	5.54258	10.0343	5.9138	1.06211	10.4246
4933430I17Rik	0	0	0	0	0	28	0	0
4933430L12Rik	23.012	8.00748	57.0324	16	0	12	4	6.02128
4933431E20Rik	0	3	0	1	3	2	0	5
4933431G14Rik	0	33	0	5	0	23	0	0
4933431K14Rik	0	0	0	0	0	104.381	0	51
4933432I03Rik	200	897	752	1012	1547	828	650	815
4933433G15Rik	36	54	128	96.9999	120	69	81.9999	87
4933433G19Rik	0	0	0	0	0	27	53	51
4933433H22Rik	24	82	0	146	20	0	0	41
4933434E20Rik	4633.06	3933.7	3490.77	3816.43	3868.53	4153.08	3999.92	4061.59
4933435E02Rik	0	19	0	0	0	0	0	0
4933436I20Rik	0	3	1	1	2	1	1	1
4933437G19Rik	0	2	0	2	0	0	1	8
4933438K21Rik	0	0	0	11	0	0	0	0
4933439C10Rik	0	60	1	0	129	133.027	32	52
4933439K11Rik	166	104	12	130	219	299	401	82
4933440N22Rik	37.7812	66.9771	86.7383	101.08	16.4414	78.9683	99.1373	65.9561
5031415H12Rik	0	1	0	0	0	0	3	21
5031425E22Rik	1789	2373	1694.01	2252.99	2324.98	2354.99	2780.94	2000
5031425F14Rik	33	18	0	0	0	24	7	3
5031434O11Rik	292	0	5	14.1414	8	65	189	51
5031439G07Rik	734	1586.01	1353.01	839.995	768.999	1285	5083.13	5810.78
5033406O09Rik	0	77	76	68	152	116	232	124
5033417F24Rik	0	0	0	0	5	0	62	32
5033421B08Rik	1	2	23	2	4	0	3	0
5033430I15Rik	23	27	0	73	36	24	27	81
5330406M23Rik	3114	2476	3941	3875	2354	1308	694	267
5330431K02Rik	0	2	2	40	0	0	0	0
5330438D12Rik	160	455.002	39	786.003	743.998	175	78	239
5330439K02Rik	27	5	0	19	0	4	89	23
5430400D12Rik	22	0	0	0	0	0	0	0
5430402O13Rik	15	3	11	40	70	54	1	28
5430403G16Rik	1	2.4529	0	2	6.34841	3.39922	14.282	9
5430405H02Rik	122.361	133.31	215.916	249.992	477.448	241.46	262.675	398.944
5430414B19Rik	48	24	167	36	31	144	123	52
5430416N02Rik	13	0	5	9.99998	36	55	22	9
5430420F09Rik	0	33	43	0	0	0	0	0
5430425K12Rik	660.999	573.001	1010	1178	975.001	638.999	325	569
5430427O19Rik	4506	5222	10915	8093	8518	6752	6839	10647
5430430B14Rik	0	0	0	0	0	0	14	20
5430434F05Rik	2.00343	1.00256	4	0	1.00324	0	2.00058	4.00078
5530402G07Rik	119	119	95	356	246	92	49	53
5530601H04Rik	67	555	479	136	42	686	437	127
5730405O15Rik	268	303	10	341	54	15	70	102
5730414N17Rik	0	1	0	0	0	0	51	0
5730416F02Rik	211.358	139.983	83.6005	194.49	142.167	286.532	323.669	241.351
5730435O14Rik	0	0	0	0	0	21	0	0
5730455P16Rik	0	72	124	0	4	0	88	96
5730480H06Rik	1	61	0	0	167	158	83	108
5730507A11Rik	0	0	0	0	0	0	24	3
5830408C22Rik	41.9984	422.162	93.0958	483.786	413.997	273.595	235.579	222.02
5830411K02Rik	27	0	0	27	0	0	0	0
5830415G21Rik	6	40	25	60	48	100	16	165
5830416I19Rik	76	149	19	29	20	0	144	4
5830417I10Rik	137.482	196.962	16.2893	9.94777	120.577	197.609	114.947	136.144
5830418P13Rik	0	0	0	46	31.7167	36	14	24
5830426I08Rik	0	9	0	7	0	0	0	0
5830428M24Rik	1380	2079	2599	3240	2885	2516	1646	1483
5830432E09Rik	1171.92	837.785	602.037	1567.86	1100.97	806.553	1307.22	841.505
5830444B04Rik	205.894	78	260.991	276.001	0	19	104	131.931
5830444F18Rik	0	14	0	7	0	12	1	0
5830448L01Rik	0	29	16	9	17	61	73	22
5830454E08Rik	0	0	0	66	32	99	16	43
5830462O15Rik	11	10	18	218	18	155	21	9
5930403N24Rik	137	602	458	165	319	518	405	333
5930420M18Rik	0	0	0	0	0	22	0	41
6030400A10Rik	514	199	438	373	806	242	282	104
6030458C11Rik	0	2	3	13	0	33	7	40
6030460B20Rik	0	0	0	11	0	0	0	0
6230400D17Rik	97	32	3.01719	5	0	1	61.0387	23.014
6330408M09Rik	0	25	1	0	26	20	18	48
6330409D20Rik	19	8	6	11	0	3	0	13.4438
6330415G19Rik	1	1	10	9	0	6	0	8
6330418K02Rik	48.4623	77	265.026	52	0	126	162.118	131
6330549D23Rik	1.08118	0	5.35892	0	0	2.01509	34.6502	86.9634
6330562C20Rik	16	22	71	49	53	30	79	76
6430511E19Rik	145.087	65	239.665	13	82	26.084	65	276
6430548M08Rik	1334	783	1098	1363	591	1921.99	3222.01	1759.01
6430550D23Rik	10.5503	0	1	0	0	0	3	3
6430571L13Rik	120	0	0	0	0	0	0	0
6430573P05Rik	12	23	21	1	2	40	15	59
6430590A07Rik	0	0	14	22	2	2	27	0
6530402F18Rik	18	99.6512	213	144	75	876.477	955.853	1266.4
6530409C15Rik	2	0	3	6	1	0	0	8
6720427I07Rik	188	160	15	198	100	201	421	593
6720464F23Rik	0	49	7	0	0	0	18	0
6720489N17Rik	0	6.54E-26	0	0	0	90.2184	317.369	1.08569
6820402A03Rik	279	257	312	169	281	351	93	70
6820431F20Rik	672.328	579.29	463.009	701.734	451.376	580.036	2323.85	1310.6
8030456M14Rik	0	0	45	145	0	23	22	21
8030462N17Rik	400.999	810.999	998.994	357	427	679	670.001	523
8430406P12Rik	0	10	27	0	0	79	15	0
8430429K09Rik	76.0142	119	193	120	77	40.1375	85	49.0245
8430432A02Rik	81	0	0	0	71	71.792	47	0
9030025P20Rik	344.341	375.669	396.453	752.175	164.149	536.084	421.32	635.89
9130002K18Rik	0	0	81	74	0	0	33	0
9130015A21Rik	122	19	38	150	51	68	59	17
9130016M20Rik	0	85	0	0	0	0	0	0
9130019O22Rik	3.44E-39	127.137	105	0	0	179.205	418.617	82.8938
9130023H24Rik	53	75.0152	7	0	8.30265	89	12.1622	33
9130024F11Rik	0	32	0	0	0	0	0	0
9130204K15Rik	21	34	0	74	0	0	22	46
9130208D14Rik	2.51886	5.55622	37.0117	3.3491	4.1662	1.34887	5.05628	1.61285
9130213A22Rik	0	0	5	0	0	4	0	2
9130221H12Rik	518.895	366.268	571.615	1136.29	545.706	336.862	336.975	205.243
9130230L23Rik	46	108	129	476	323	877	442	1217
9130230N09Rik	24	7	10	0	0	13	17	17
9130401M01Rik	213.053	144.358	117.592	318.862	291.268	496.763	439.34	220.325
9130604C24Rik	0	0	0	12	0	46	0	18
9230104M06Rik	0	0	1.07745	9.89E-39	0	5.33431	2.15955	2.04172
9230105E05Rik	0	0	0	0	0	22	0	0
9230109A22Rik	160	56	186	262	52	149	0	32
9230111E07Rik	11	36	10	42	63	6	13	17
9230112E08Rik	0	0	59	109	120	1	0	0
9230114K14Rik	0	0	0	29	0	5	1	0
9330020H09Rik	65.5994	166.024	26.9886	51.8831	83.8532	115.102	35.8268	46.2179
9330104G04Rik	0	64	0	0	0	0	1	12
9330111N05Rik	1	2	6	41	3	6	41	19.8833
9330151L19Rik	0	241.905	193.026	414.544	401.601	185.143	128.828	243.929
9330159M07Rik	0	98.9829	99.4437	46.1224	30.0365	148.487	110.868	94.1498
9330160F10Rik	23.1247	225.132	32.6902	234.564	59.9955	177.324	258.634	155.906
9330161L09Rik	0	0	0	0	0	0	31	0
9330162G02Rik	153.209	86.5196	11.1762	92.6606	14.2985	102.294	77.801	332.662
9330175E14Rik	977	2356	1942	1673	2939	1714	1303	1818
9330179D12Rik	0	0	64	0	0	0	35.3439	0
9430025C20Rik	128	315.865	114	527.98	395	45	92	131
9430031K09Rik	0	0	0	38	0	0	0	0
9430034N14Rik	64	14	179	120	3	54	120	194
9430037G07Rik	0	77.1245	6.85E-13	2.46E-06	4.36E-16	2.17E-23	7.41E-16	1.13E-06
9430038I01Rik	53	158	69	66	78	198	235	66
9430060I03Rik	0	28	2.04512	23	149.376	232	153.665	83
9430064I24Rik	36.1699	51.6212	0	63.2894	4.64053	30.9054	50.2488	49.2468
9430081H08Rik	382	85	182	346	86	123	56	54
9430087J23Rik	0	0	44	0	0	0	0	0
9430091E24Rik	166.893	41.9987	133.772	0	205.704	64.7346	107	107
9430097D07Rik	0	0	0	14	0	0	0	0
9530018F02Rik	412	493	174	673	238	47	52	274
9530046B11Rik	3	2	3	2	4	0	0	0
9530052E02Rik	0	31.1703	0	0	0	0	0	0
9530053A07Rik	37	0	0	0	0	0	0	0
9530056E24Rik	0	2	4	19	20	0	0	49
9530062K07Rik	72	56	49	0	0	62	0	66
9530068E07Rik	2048.01	1942.99	2568	1283	1753	4516.97	9699.87	6099.03
9530077C05Rik	54	48	322	75	13	71.0001	140	114
9530078K11Rik	46	17	50	36	20	31	7	0
9530082P21Rik	423	323.8	648	615.329	1107	1266.41	196.949	423.194
9530085L11Rik	0	34	34	50	50	3	0	25
9630001P10Rik	0	0	19	0	0	0	0	0
9630010A21Rik	473	697	600	519	401	621	537	493
9830107B12Rik	1344.08	2773.07	4108.13	1823.25	3518.84	3766.72	6709.06	6657.57
9830144P21Rik	671.544	420.054	601.109	327.933	364.672	212.094	364.893	517.441
9830166K06Rik	20	0	59	4	0	0	165	0
9930004E17Rik	0	0	0	22	0	0	5	0
9930012K11Rik	7	73	87	12	240	26	55	59
9930014A18Rik	80.8229	4.16014	36.6633	23	17.1941	28	4.39041	502.285
9930017N22Rik	58	88	0	117	73	144	16	170
9930021J03Rik	403.999	209	317	325	338	623	918.002	388.999
9930022D16Rik	2137	780	1212	1462	1080	570	828	966
9930024M15Rik	0	0	0	31	0	0	87	0
9930104L06Rik	33	292	0	66	0	80	155	368
9930111J21Rik1	4063.6	2061.64	4267.76	920.683	1023.62	820.681	2998.42	4441.39
9930111J21Rik2	8299.92	6748.59	8353.19	4538.24	7024.31	3195.97	4303.32	5908.26
9930120I10Rik	65	84	109	179	23	15	77	57
A030001D20Rik	306.257	275.953	249.44	294.916	613.588	166.157	217.751	573.484
A030005L19Rik	0	2	0	0	8	0	0	0
A130010J15Rik	0	37	125.061	4.10859	192.879	6.89276	349.23	204.378
A130012E19Rik	83	20	54	222	36	46	35	177
A130014A01Rik	51	510	507	185	387	836	913	625
A130048G24Rik	7	12	49	99	51	0	58	5
A130051J06Rik	0	0	0	0	13	3.10476	0	0
A130071D04Rik	761	855	1098	1896	1518	1548	949	1059
A1cf	0	0	0	20	0	60	0	0
A230020J21Rik	68.3201	20.7393	11.0244	38.5033	12.9536	3.37651	0.000760249	5.98375
A230028O05Rik	45	0	8	4	0	0	35	17
A230052G05Rik	0	0	0	0	0	12	0	0
A230060F14Rik	2.72E-16	67.8315	1.0341	0	1	26.151	6.33212	1.27426
A230072C01Rik	0	21	42	22	68	2	9	11
A230072E10Rik	0	0	0	0	0	0	0	32.6646
A230083N12Rik	0	22	0	3	1	1	3	2
A230103J11Rik	0	0	0	5.31477	0	0	6.34622	8.40092
A330015K06Rik	0	19	0	0	15	0	3	0
A330023F24Rik	351.38	334.322	218.637	885.894	587.481	427.566	240.365	249.031
A330035P11Rik	50	9	5	10	0	4	62	3
A330040F15Rik	107	40	73.1499	85	36.3951	35.1067	16	37.3618
A330049N07Rik	19	29.5994	20	59.1803	53.7247	38.7576	35	25
A330084C13Rik	0	0	0	0	1	0	39.465	0
A3galt2	0	4	0	13	0	1	5	0
A430005L14Rik	93	401.77	401.261	281.941	270.94	247.104	553.66	513.838
A430019L02Rik	1530	669	576	1149	1028	635	0	0
A430033K04Rik	0	0	0	1	0	7	44	0
A430035B10Rik	0	10	0	9	0	17	1	0
A430057M04Rik	327.331	251.178	162.008	318.065	243.615	372.533	327.152	353.316
A430072P03Rik	50	5	3	6	0	3	28	0
A430078I02Rik	5	0	1	57	0	0	0	0
A430088P11Rik	68.9578	2	2.21303	3.34424	0	2	0	0
A430090L17Rik	22	2	0	6	0	0	0	1
A430093F15Rik	22	73	0	12	0	0	0	23
A430103D13Rik	2	12	0	31	0	2	0	0
A430105J06Rik	103	19	16	130	0	193	96	0
A430110C17Rik	343	80	85	126	1	73	31	115
A530010L16Rik	0	0	0	0	0	0	49	0
A530013C23Rik	996	419	586	555	751	551	271	292
A530017D24Rik	6	32.5249	0	24	40	22	30	45.4083
A530032D15Rik	5444.12	3799.06	3980.69	3176.19	4676.8	3959.95	2580.15	2704.32
A530040E14Rik	1746.88	1758.93	2950.99	3011.52	3741.37	2706.59	1800.57	2401.15
A530041M06Rik	85	100	78	218	55	185	218	158
A530046M15Rik	135	197	331	447	285	44	108	68
A530058O07Rik	563	242	113	670	964	203	214	136
A530064D06Rik	3890.3	8185.7	13460.8	7703.49	8858.57	14258.4	19485.7	26469.2
A530083I20Rik	0	0	0	0	10	7	3	0
A530084C06Rik	0	14	0	0	0	0	4.51E-12	3.18E-13
A530088E08Rik	0	0	0	0.000155336	0	91.4074	127.699	7.57E-44
A630001G21Rik	34	121	258	268	81.9999	232	230	121
A630001O12Rik	209	430	335	401	384	245	432	438
A630052C17Rik	0	0	7	0	296	97	77	0
A630072M18Rik	354.975	879.439	376.924	1550.13	823.774	592.059	410.982	347.628
A630081D01Rik	477	163	66	496	303	330	120	200
A630089N07Rik	5	10.4907	7.09992	9.33972	15.0546	10.5278	10.9028	31.4171
A730011C13Rik	36.1838	25	10	76.8988	2.07991	73.3792	8.06043	1
A730017L22Rik	171.875	190.623	150.142	186.031	190.278	377.441	428.53	358.219
A730020M07Rik	0	5	0	0	0	58	0	0
A730061H03Rik	146.649	235.644	172.005	264.941	151.407	73.1158	12.226	106.417
A730062M13Rik	0	20	0	0	0	0	0	0
A730063M14Rik	5	17	8	27	53	57	19	46
A730071L15Rik	0	0	0	1.02051	31	0	0	0
A730081D07Rik	93.1524	0	0	0	60.2746	0	1.01318	0
A730085K08Rik	1.02E-23	45.8203	1.69E-16	47.8439	7.09E-28	2.30E-21	1.59359	1.47403
A730090N16Rik	0	0	0	0	15	2	0	0
A830012C17Rik	0	31	2	0	0	0	49	0
A830018L16Rik	7	6	3	4	11	10	10	14
A830035O19Rik	480.464	148.427	336.442	354.498	191.902	50.7096	154.111	197.097
A830082N09Rik	0	0	0	1	0	68	0	0
A930001M01Rik	1	55	21	48	34	47	43	54
A930002H24Rik	0	2	4	2	0	7	10	14
A930004D18Rik	1	4	0	18	0	0	0	3
A930004J17Rik	0	99	0	0	32	57	71	6
A930005H10Rik	166	276	226.955	215	77	207.271	132.914	154
A930006K02Rik	6	65	55	74	67	77	72	100
A930006L05Rik	0	0	0	0	0	0	29	0
A930007A09Rik	0	62	0	3	0	0	0	108
A930007I19Rik	889.002	1295	1174	2108.98	1324	1029	1696	1091
A930012O16Rik	0	3	0	0	79.5289	46.448	7.06473	17
A930014D07Rik	0	0	31	42	128	0	14	0
A930015D03Rik	1.89517	0.00241199	2.33258	2.39636	4.90E-14	5.33406	2.60615	5.09E-06
A930015P04Rik	9	9	13	42	52	0	34	16
A930029G22Rik	43.919	2.69355	1.81E-20	3.80E-16	3.33E-07	7.59696	29.769	40.2691
A930030B08Rik	0	0	27	0	0	0	48	0
A930033H14Rik	9	0	0	0	0	0	4	0
A930035D04Rik	0	26.8717	0	46.9288	11	0	20.3432	5
A930037H05Rik	820.519	1269.18	1076.36	1013.55	1070.22	260.651	99.8947	505.567
AA386476	0	1	0	2	0	74	78	0
AA388235	2	1	3	2	0	5	0	2
AA467197	7492.68	11177.4	5246.99	14862.9	12212.6	13391.5	7013.38	6583.19
AA474408	5.03662	79.5535	6.05088	45.3764	274.772	257.464	227.598	135.053
AA914427	0	23	0	0	47	43	0	0
AB124611	2619.96	3809.05	6846.81	5215.03	5234.08	5662.86	8187.51	8245.54
AC113595.1	654.565	251.786	686.781	170.572	864.968	684.634	325.098	424.512
AC115752.1	1.45E-20	0	0	132.767	0	0	0	2.45E-30
AC118710.1	1	2	0	2	3	1	1	0
AC123856.1	4.70082	23.3734	37.8409	14.8533	2.39E-23	2.03542	3.57273	6.21164
AC124742.1	825.353	400.909	678.923	1124.59	467.927	771.844	667.921	457.934
AC139347.1	0	12	4	1	3	1	0	3
AC147806.1	1.86E-22	4.51794	1.37983	1.90E-25	3.19E-29	2.01E-15	1.57068	3.40694
AC147806.2	422.107	1287.99	1455.65	1218.41	1676.17	518.609	1263.97	1457.14
AC153376.1	0	0	0	26	0	0	0	0
AC154542.1	112.135	106.627	14.7916	123.967	0	32.8498	0	10
AC156021.1	0	20	0	1	0	0	0	0
AC159819.1	2782.17	2595.35	3224.51	3767.45	4186.52	5282.52	4008.28	5098.74
AC160138.1	526.617	549.878	687.255	475.921	686.103	503.836	297.364	310.636
AC160336.1	4969.81	3430.63	3320.78	3773.76	4235.44	5074.31	3732.72	2897.18
AC163347.1	0	0	0	0	0	5	5	0
AC163703.1	2	32	27.6867	14	8	71.5726	62	123.43
AC167036.1	459.868	281.326	495.688	403.972	337.238	104.044	238.142	271.793
AC169509.1	152.906	253.277	133.468	85.1293	34.671	129.431	546.226	263.409
AC241534.1	32.9486	141.612	192.342	156.433	0	3.335	19	80.9823
AF067061	0	0	0	6.41E-13	0	0	10	0
AI413582	5901.75	4563.63	2640.97	6969.92	5258.68	5813.32	4394.98	3474.5
AI463170	96	26	70	106	158	15.9889	23	49
AI463229	70	40	11	210	50	94	132	0
AI467606	972.001	2999	3674.01	2996	2278	6003	11783	6505
AI480526	6.87241	21.5266	9	105.239	57.0137	88.0338	16.139	21.9268
AI506816	65.846	15.5419	8.2858	106.421	15.6728	102.195	34.8095	36.7921
AI597479	0	0	0	207	3	189	534	310
AI662270	208	157	144	557.999	18	575.001	446.458	258
AI837181	1159	1152.01	961.003	1505	1585	2504	1625.01	1625.01
AI839979	3448	8881	3771	8136	9587	4720	6156	4613
AI987944	55.9785	184	85.0001	187.134	1	114	259.886	328.97
AK157302	1266.79	1015.69	1637.84	1253.62	1311.92	1330.11	1157.59	1491.87
AL731706.1	28.3515	15.1548	165.788	166.844	47.3976	11.8833	13.824	222.078
AU019990	89	18	101	149	161	19	22	39
AU020206	694	250	105	373	460	21	93	3
AU022252	0	99	6	145	59	224	134	71
AU022793	35	37	0	4	0	0	0	0
AU040320	225	60	519	137	118	875	551	21
AV099323	0	9	0	6	17	3	2	1
AV356131	123	224	67	524	594	657	471	397
AW011738	3927.03	5132.94	9357.4	5924.12	8208.85	4224.99	2692.03	5872.1
AW046200	17	55	5.89E-43	0	0	0	0	0
AW112010	1092.01	1289.99	231.999	3968.16	1075.01	1670.99	1410.99	1721.98
AW146154	2.02145	4.83E-19	1.12E-11	4.00429	2.00003	1.63967	5.39358	1.03868
AW209491	110	93.0001	138	32	0	333	13	262
AW549877	3265.01	2306	1454	3104	1718	1875	1655	1458
AW554918	114	139	156	99	17	42	22	56
AW822073	0	0.835297	1	12.1987	0	0	0	0
Aaas	2	202	134	269	2	458.001	357	469
Aacs	181	262	519	367	58	1567	1838	1953
Aagab	786	254	576	541	612	704	1351	1276
Aak1	388	480	367	473	340	367	363	326
Aamdc	0	0	12	0	0	22	15	21
Aamp	2198.03	3073.97	3802.97	3249.99	3826	3789.89	5439.86	6622.29
Aanat	0	1	0	0	3	36	0	0
Aar2	0	365	184	811.002	1256.99	248.999	369.999	963.005
Aars	592.999	681	505	382	507	716.215	1791.87	2644.99
Aars2	0	145	0	54	0	0	48	113
Aarsd1	0	0	0	12	0	0	20.9999	13
Aasdh	40	0	2	0	70	40	51	109
Aasdhppt	421	177	44	203	146	148	131.977	390.001
Aass	15	0	0	0	0	0	0	0
Aatf	210	137	148	59	261	131	347	924.997
Aatk	175	206	291.999	215	148	38	332	337
Abca1	1879	3050	1210	5502	5772	4254	4252	4200
Abca13	953	557	752	496	662	425	782	431
Abca17	22	26	18	0	0	0	14.0069	0
Abca2	0	80	139	28	45	19	0	81
Abca3	114.084	94.4662	160.057	140.747	312.974	11.482	173.902	44.9211
Abca5	142	0	0	114	0	107	79	133
Abca7	157	708.001	561.002	673.002	224	417.999	710.004	676.002
Abca9	0	0	0	28	0	0	0	0
Abcb10	0	3.17256	0	0	0	0	0	65
Abcb6	0	1	0	0	0	0	16	0
Abcb7	0	0	0	0	0	4	156	0
Abcb8	0	0	0	0	0	0	69	0
Abcb9	0	0	76	0	35	0	75	121
Abcc1	771.729	184	609.001	1347	1173	3075.99	1933	2825.99
Abcc10	0	27	25	0	0	0	0	134
Abcc2	0	0	0	0	0	0	0	18
Abcc3	0	0	0	0	0	0	0	137
Abcc4	0	4	0	48	51	174	125	1
Abcc5	816	302	747	814	501.001	596.001	472	609.001
Abcc8	0	0	0	19	0	0	34	0
Abcd1	83	344	323.999	403	152	485.001	288	544
Abcd2	588	700	533	1042	123	341	2391	1355
Abcd3	14	0	14	2	1	35	163	0
Abcd4	0	2	120	71	221	94	27	176
Abce1	484.225	67	438.71	246	206	248.76	497.874	863.993
Abcf1	219	251	491	594.71	614.988	419.97	784.806	987.927
Abcf2	452.906	433.778	299.754	299.949	317.906	391.904	1262.31	1540.19
Abcf3	524	731	363	505	226	790	1738.01	1304
Abcg1	6842	4397	4023	8095.01	6480	5080	5076	3418
Abcg3	1	147	159	14	1	66	58	284
Abhd1	0	12.029	10.9377	15.4621	0	18.0999	12.5926	6.80E-34
Abhd10	5205.97	2843.83	3996.65	4420.24	4102.21	2150.95	2853.95	1854.44
Abhd11	326.359	379.538	741.731	185	254	321.144	579.554	655.351
Abhd12	0	31	23	385	149	102	170	444
Abhd12b	0	14	0	0	1	4	0	22
Abhd13	927.997	948.999	873.001	954.006	504.998	2361.98	1605.99	1769
Abhd15	183.65	50	255.403	80	5.66E-19	4	434.651	173
Abhd16a	768.003	506	807.996	374	285	1169	1666.01	1492.99
Abhd17a	712.997	1558.98	1447	1328.02	1566.99	2480.95	3389	2179.95
Abhd17b	1412	3444.01	3331.02	2553	4611.99	2877.97	2653.03	2934.02
Abhd17c	3482.99	2974.99	2768	2563	3223.99	2609	2814	2833
Abhd18	1219.52	647.588	894.811	358.882	340.429	314.171	1222.45	462.905
Abhd2	329.779	143	322	335	225	883.001	585	555
Abhd4	789.997	825.995	334	876	1405.99	1316	1429	1319.01
Abhd5	1526	1286.19	1275.99	1105.16	1268	2015.01	2723.38	1799.52
Abhd6	55.8122	0	0	0	0	0	0	0
Abhd8	437	42	105	0	136	7	394	506.999
Abi1	5918.94	5050.94	4579.97	3851.79	4757.88	6943	12833.8	12405.9
Abi3	224.642	434.085	1230.74	1263.54	769.469	1527.19	1464.71	1204.36
Abitram	0	44	58	71	18	106	494	10
Abl1	40	94	17	102	14	21	502.999	36
Abl2	737	615	562	516	610	492	225	370
Abr	13058.9	11864.8	8099.14	11586.1	8634.07	9734.96	9071.02	8269.81
Abracl	885.28	942.288	1690.35	2087.36	1359.39	2147.92	1968.38	1789.09
Abraxas1	0	273	2	133	91	0	175	147
Abraxas2	901.302	838.007	1394.71	655.932	652.963	1818.4	2555.67	2785.55
Abt1	767	353	544	775	826	1541	1462	1682
Abtb1	3890.99	4204	6143.09	5403.09	2769.03	9530.89	11852.2	10341.9
Abtb2	2522.97	3241	3252.93	2719.02	3154	2604	3605.97	6046.96
Acaa1a	716.003	1078.49	1719.02	1479.99	1287	1716.99	3069.98	2583.01
Acaa2	0	116	218	365	108	472	1082	737
Acaca	0	0	0	46	0	0	4	8
Acacb	12	0	0	0	0	0	0	0
Acad11	0	45	0	107	0	0	268.888	330
Acad12	104	35	134	73.7807	40	221.419	132.855	182
Acad8	177	0	298	139	152	92.9999	442	233
Acad9	0	0	0	9.6335	26.5445	70.7631	42.932	267.742
Acadl	1087	1508	880	1698	966	3921	5416	2899
Acadm	184	157.7	226.766	0	34	92.9742	145.026	379.351
Acads	0	33	45	127	38	122	78	132
Acadsb	903.001	445.001	207	311	704.004	420	717.001	959.005
Acadvl	1004.25	1025.44	627.354	1328.83	1828.31	1734.03	3036.39	2089.62
Acap1	2947.99	3076	3543.01	2430	2374.01	1767.99	6677.77	5265.01
Acap2	2008.89	1931.92	2224.56	2277.87	1100.87	2340.95	3156.43	3024.75
Acap3	230	0	52	1	129	250.999	107	0
Acat1	2	42	157	0	0	136	114	237
Acat2	279.26	535.611	182.96	29	583.79	572.814	133.358	198.924
Acat3	2.13635	5.91187	6.43E-15	7.39E-30	4.15112	4.19064	3.92059	9.12131
Acbd3	1377	1894	1077	1993	1725	2508	4199	4000
Acbd4	9	232	0	118	58	201	180	57
Acbd5	515	884.988	1243.99	675	310	909.95	3208.94	1523.96
Acbd6	135	57	50	188	14	25	49	0
Accs	0	0	0	0	0	0	0	74
Acd	581.879	595.378	639.001	662.999	535.001	466	434	708.999
Acer2	0	0	0	0	0	0	36	54
Acer3	1487.01	878.002	1248.99	1529.99	797.999	1183.99	1344.99	1232
Ache	13	22	14	30	109	41	0	0
Acin1	786.999	1032.62	1196	889.422	475	1073.11	778.188	932.002
Acly	527.001	489.999	166	407.001	121	547.001	2919.93	3561.98
Acmsd	0	0	0	0	0	81	0	0
Aco1	0	0	10	0	0	0	98	68
Aco2	139.358	406.489	296.972	613.999	183.873	308.168	1200.26	1134.54
Acod1	182017	316698	329635	326271	508547	382833	316260	558215
Acot1	4443.2	4431.73	961.969	7334.02	3331.37	5171.81	9408.97	6493.65
Acot10	511.618	430.48	535.713	423.311	628.522	1344.59	1743.92	1185.16
Acot13	294	272	117	657	588	410	455	476
Acot2	363.262	164.173	345.832	749.185	289.082	403.406	940.133	383.499
Acot4	4.13065	0	0	44.638	28.6193	70.7456	7.78132	16.4774
Acot5	1.77284	1.12868	1.1497	2.84E-42	1.29E-13	0	4.57536	1.66358
Acot6	2.03798	1.01894	3.04693	2.0368	6.83529	1.01645	5.76837	2.55E-07
Acot7	155	138	315	266	121	466.001	264	172
Acot8	260.983	346.138	478.844	740.693	294.993	892.699	920.853	849.145
Acot9	1418.38	849.517	1123.29	939.688	1332.48	3123.43	3737.09	2334.85
Acox1	15	219	216	118	78	753	1100	932.998
Acox3	1525.82	498.663	597.358	581.177	692.364	759.518	1279.35	1179.62
